And shout  ed and  leapt down  up on  the fall en;,-+-+-+-+-+,-+--++-+-+-
"There tram  pled out  his face  from be  ing known,",-+-+-+-+-+,++-+-+---+
"And sank  his head  in mire,  and slimed  them selves:",-+-+-+-+-+,-+-+-+-+-+
"Nor heard  the King  for their  own cries,  but sprang",-+-+-+-+-+,-+-+--++-+
"Through o  pen doors,  and sword  ing right  and left",-+-+-+-+-+,-+-+-+-+-+
"Men, wo  men, on  their sod  den fac  es,  hurled",-+-+-+-+-+,++---+-+-+
"The ta  bles o  ver and  the wines,  and slew",-+-+-+-+-+,-+-+-+-+-+
"Till all  the raf  ters rang  with wo  man- yells,",-+-+-+-+-+,-+-+-+-+-+
And all  the pave  ment streamed  with mas  sa cre.,-+-+-+-+-+,-+-+-+-+-+
"Our rev  els now  are end  ed.  These  our ac tors,",-+-+-+-+-+-,-+-+-+-+-+-
"As I  fore told  you,  were  all spir  its and",-+-+-+-+-+,-+-+--++-+|-+-+-+++--
"Are melt  ed in  to air,   in to  thin air;",-+-+-+-+-+,-+-+-+--++
"And, like  the base  less fab  ric of  this vi sion,",-+-+-+-+-+-,-+-+-+-+-+-
"The cloud-  capped tow  ers,  the gor  geous pal  ac es",-+-+-+-+-+,-+++--+-+-+
"The sol  emn tem  ples,  the  great globe  it self,",-+-+-+-+-+,-+-+--++-+
"Yea, all  which it  in her  it,  shall  dis solve,",-+-+-+-+-+,++-+-+---+|++---+-+-+
"And, like  this in  sub stan  tial pag  eant fad ed,",-+-+-+-+-+-,-+-+-+-+-+-
Leave not  a rack  be hind.  We are  such stuff,-+-+-+-+-+,+--+-++--+|+--+-++-++
"As dreams  are made  on,  and  our lit  tle life",-+-+-+-+-+,-+-+-+-+-+
"Is round  ed with  a sleep.  Sir, I  am vexed.",-+-+-+-+-+,-+-+-++--+
Bear with  my weak  ness:  my  old brain  is trou bled.,-+-+-+-+-+-,+--+--++-+-
Be not  dis turbed  with my  in fir  mi ty.,-+-+-+-+-+,-+-+-+-+-+
"If you  be pleased,  re tire  in to  my cell",-+-+-+-+-+,-+-+-+-+-+
And there  re pose.  A turn  or two  I'll walk,-+-+-+-+-+,-+-+-+-+-+
To still  my beat  ing mind.,-+-+-+,-+-+-+
"With how  sad steps,  O Moone,  thou climb'st  the  skies,",-+-+-+-+-+,-+++-+-+-+|-+++++-+-+
"How si  lent ly,  and with  how wanne  a  face,",-+-+-+-+-+,-+-+--++-+|++----++-+
"What,  may  it be  that e  ven in heav  en ly  place",-+-+-+-+-+-+,+--+-+--+--+
That bus  ie arch  er his  sharpe ar rowes  tries?,-+-+-+-+-+,-+-+--++-+
"Sure, if  that long  with Love  ac quaint  ed  eyes",-+-+-+-+-+,+--+-+-+-+
"Can judge  of Love,  thou feel'st  a Lov  er's  case;",-+-+-+-+-+,-+-+++-+-+
"I reade  it in  thy lookes,  thy lan  guisht  grace,",-+-+-+-+-+,-+-+-+-+-+
"To me  that feele  the like,  thy state  de  scries.",-+-+-+-+-+,-+-+-+-+-+
"Then ev'n  of fel low ship,  O Moone,  tell  me",-+-+-+-+-+,-+-+---+++|-+-+-+-+++
Is con  stant Love  deem'd there  but want  of  wit?,-+-+-+-+-+,-+-+++-+-+
Are Beau  ties there  as proud  as here  they  be?,-+-+-+-+-+,-+-+-+-+-+
"Do they  a bove  love to  be lov'd,  and  yet",-+-+-+-+-+,-+-++--+-+
Those Lov  ers scorne  whom that  Love doth  Pos  sesse?,-+-+-+-+-+,-+-+-++--+
Do they  call Ver  tue there  un grate  ful  nesse?,-+-+-+-+-+,-+-+-+-+-+
How at  once should  I  know,-+-+-+,+-+--+
When stretched  in the har  vest  blue,-+-+-+,-+--+-+
"I saw  the swift's  black  bow,",-+-+-+,-+-+++
That I would  not have  that  view,-+-+-+,--+-+-+
A noth  er  day,-+-+,-+-+
Un til  next  May,-+-+,-+++
A gain  it is  due?,-+-+,-+--+
The same  year af  ter  year--,-+-+-+,-++--+
But with  the swift  a  lone.,-+-+-+,-+-+-+
With o  ther things  I but  fear,-+-+-+,-+-+--+
That they  will be o  ver and  done,-+-+-+,-+--+--+
Sud  den  ly,-+-+,+-+
And I on  ly  see,-+-+,--+-+
Them to know  them  gone.,-+-+,--+-+
"'Twas bril  lig,  and  the slith  y  toves",-+-+-+-+,-+-+-+-+
Did gyre  and gim  ble in  the  wabe;,-+-+-+-+,-+-+-+-+
"All mim  sy were  the bo  ro  goves,",-+-+-+-+,++-+-+-+
And the  mome raths  out  grabe.,-+-+-+,--++-+
"""Be ware  the Jab  ber wock,  my  son!",-+-+-+-+,-+-+-+-+
"The jaws  that bite,  the claws  that  catch!",-+-+-+-+,-+-+-+-+
"Be ware  the Jub  jub bird,  and  shun",-+-+-+-+,-+-+-+-+
"The fru  mi ous Ban  der  snatch!""",-+-+-+,-+--+-+
He took  his vor  pal sword  in  hand:,-+-+-+-+,-+-+-+-+
Long time  the man  xome foe  he  sought-,-+-+-+-+,++-+-+-+
"So rest  ed he  by the Tum  tum  tree,",-+-+-+-+,-+-+--+-+
And stood  a while  in  thought.,-+-+-+,-+-+-+
"And as  in uf  fish thought  he  stood,",-+-+-+-+,-+-+-+-+
"The Jab  ber wock,  with eyes  of  flame,",-+-+-+-+,-+-+-+-+
"Came whif  fling through  the tul  gey  wood,",-+-+-+-+,-+-+-+-+
And bur  bled as  it  came!,-+-+-+,-+-+-+
"One, two!  One, two!  And through  and  through",-+-+-+-+,-+-+-+-+|++++-+-+
The vor  pal blade  went snick  er-  snack!,-+-+-+-+,-+-+-+-+
"He left  it dead,  and with  its  head",-+-+-+-+,-+-+-+-+
He went  ga lumph  ing  back.,-+-+-+,-+-+-+
"""And hast  thou slain  the Jab  ber  wock?",-+-+-+-+,-+-+-+-+
"Come to  my arms,  my beam  ish  boy!",-+-+-+-+,+--+-+-+
"O frab  jous day!  Cal looh!  Cal  lay!""",-+-+-+-+,-+-+-+-+|++-+-+-+
He chor  tled in  his  joy.,-+-+-+,-+-+-+
"''Twas bril  lig,  and  the slith  y  toves",-+-+-+-+,-+-+-+-+
Did gyre  and gim  ble in  the  wabe;,-+-+-+-+,-+-+-+-+
"All mim  sy were  the bo  ro  goves,",-+-+-+-+,++-+-+-+
And the  mome raths  out  grabe.,-+-+-+,--++-+
"I won  der, by  my troth,  what thou  and  I",-+-+-+-+-+,-+-+-+-+-+
"Did, till  we loved:  Were we  not weaned  till  then?",-+-+-+-+-+,+--++--+-+
"But sucked  on coun  try pleas  ures, child  ish  ly?",-+-+-+-+-+,-+-+-+-+-+
Or snort  ed we  in the Sev  en Sleep  ers'  den?,-+-+-+-+-+,-+-+--+-+-+
"'Twas so;  but this,  all pleas  ures fan  cies  be.",-+-+-+-+-+,-+-+++-+-+
"If e  ver a  ny beau  ty I  did  see,",-+-+-+-+-+,-+-+-+-+-+
"Which I  de sired,  and got,  'twas but  a dream  of  thee.",-+-+-+-+-+-+,-+-+-++--+-+
"And now  good- mor  row to  our wak  ing  souls,",-+-+-+-+-+,-+++---+-+
Which watch  not one  an oth  er out  of  fear;,-+-+-+-+-+,-+-+-+-+-+
"For love,  all love  of oth  er sights  con  trols,",-+-+-+-+-+,-+++-+-+-+
And makes  one lit  tle room  an eve  ry  where.,-+-+-+-+-+,-+++-+-+-+
"Let sea-  dis cover   ers to  new worlds  have  gone,",-+-+-+-+-+,-+-+--++-+
"Let maps  to oth  ers, worlds  on worlds  have  shown,",-+-+-+-+-+,-+-+-+-+-+
"Let us  pos sess  one world,  each hath  one, and  is  one.",-+-+-+-+-+-+,-+-+++-+--++
"My face  in thine  eye,  thine  in mine  ap  pears,",-+-+-+-+-+,++-+-+-+-+|+--+-+-+-+
And true  plain hearts  do in  the fac  es  rest;,-+-+-+-+-+,-+++---+-+
"Where can  we find  two bet  ter hem  i  spheres,",-+-+-+-+-+,+--+++-+-+
"With out  sharp north,  with out  de clin  ing  West?",-+-+-+-+-+,-+++-+-+-+
What e  ver dies  was not  mixed e  qual  ly;,-+-+-+-+-+,-+-+-+++-+
"If our  two loves  be one,  or thou  and  I",-+-+-+-+-+,-+++-+-+-+
"Love so  a like  that none  do slack  en,  none  can  die.",-+-+-+-+-+-+,+--+-+-+-+-+
"O Rose,  thou art  sick!",--+--+,-+--+|++--+
The in vis  i ble  worm,--+--+,--+--+
That flies  in the  night,--+--+,-+--+
In the howl  ing  storm,--+--+,--+-+
Has found  out thy  bed,--+--+,-+--+
"Of crim  son  joy,",--+--+,-+-+
And his dark  se cret  love,--+--+,--++-+
Does thy life  de  stroy.,--+--+,--+-+
That time  of year  thou mayst  in me  be  hold,-+-+-+-+-+,-+-+-+-+-+
"When yel  low leaves,   or none,   or few,   do  hang",-+-+-+-+-+,-+-+-+-+-+
"Up on  those boughs  which shake  a gainst  the  cold,",-+-+-+-+-+,-+-+-+-+-+
"Bare ru  ined cho irs,  where late  the sweet  birds  sang.",-+-+-+-+-+,++-+--+-+++
In me  thou seest  the twi  light of  such  day,-+-+-+-+-+,-+-+-+--++
As af  ter sun  set fad  eth in  the  west;,-+-+-+-+-+,-+-+-+-+-+
"Which by  and by  black night  doth take  a  way,",-+-+-+-+-+,-+-+++-+-+
"Death's sec  ond self,  that seals  up all  in  rest.",-+-+-+-+-+,++-+-+-+-+|++-+-+-+-+
"In me  thou seest  the glow  ing of  such  fi re ,",-+-+-+-+-+,-+-+-+--++-
"That on  the ash  es of  his youth  doth  lie,",-+-+-+-+-+,-+-+-+-+-+
"As the  death bed  where on  it must  ex  pi re,",-+-+-+-+-+,--++-+-+-+-
Con sumed  with that  which it  was nour  ished  by.,-+-+-+-+-+,-+-+-+-+-+
"This thou  per ceiv'st,  which makes  thy love  more  strong,",-+-+-+-+-+,+--+-+-+-+
To love  that well  which thou  must leave  ere  long.,-+-+-+-+-+,-+-+-+-+-+|-+++-+-+-+
"With how  sad steps,  O Moone,  thou climb'st  the  skies,",-+-+-+-+-+,-+++-+-+-+
"How si  lent ly,  and with  how wanne  a  face,",-+-+-+-+-+,-+----++-+
"What,  may  it be  that e  ven in  heav'n  ly  place",-+-+-+-+-+-+,+--+-+--+-+
That bus  ie arch  er his  sharpe ar rowes  tries?,-+-+-+-+-+,-+-+--++-+
"Sure, if  that long  with Love  ac quaint  ed  eyes",-+-+-+-+-+,+--+-+-+-+
"Can judge  of Love,  thou feel'st  a Lov  er's  case;",-+-+-+-+-+,-+-+-+-+-+
"I reade  it in  thy lookes,  thy lan  guisht  grace,",-+-+-+-+-+,-+-+-+-+-+
"To me  that feele  the like,  thy state  de  scries.",-+-+-+-+-+,-+-+-+-+-+
"Then ev'n  of fel low ship,  O Moone,  tell  me",-+-+-+-+-+,-+-+-+-+++
Is con  stant Love  deem'd there  but want  of  wit?,-+-+-+-+-+,-+-+-+-+-+
Are Beau  ties there  as proud  as here  they  be?,-+-+-+-+-+,-+-+-+-+-+
"Do they  a bove  love to  be lov'd,  and  yet",-+-+-+-+-+,-+-+-+-+-+
Those Lov  ers scorne  whom that  Love doth  Pos  sesse?,-+-+-+-+-+,-+-+-++--+
Do they  call Ver  tue there  un grate  ful  nesse?,-+-+-+-+-+,-+-+-+-+-+
"Since there's  no help,  come let  us kiss  and  part ;",-+-+-+-+-+,-+-++--+-+|+--++--+-+
"Nay, I have done, you get  no more  of  me ,",-+-+-+-+-+,+--+-+-+-+|+--+--++-+
"And I  am glad,  yea glad  with all  my  heart",-+-+-+-+-+,-+-+++-+-+
That thus  so clean   ly I  my self  can  free ;,-+-+-+-+-+,-+-+-+-+-+
"Shake hands  for ev  er,   can   cel all  our  vows ,",-+-+-+-+-+,++-+-+-+-+
"And when  we meet  at an  y time  a  gain ,",-+-+-+-+-+,-+-+-+-+-+
Be it  not seen  in ei  ther of  our  brows,-+-+-+-+-+,--++-+-+-+
That we  one jot  of for  mer love  re  tain .,-+-+-+-+-+,-+++-+-+-+
Now at  the last  gasp of  love's la  test  breath,-+-+-+-+-+,+--++-++-+
"When,   his  pulse fail  ing,   Pas  sion speech  less  lies ,",-+-+-+-+-+,+-++-+-+-+
"When Faith  is kneel  ing by  his bed  of  death ,",-+-+-+-+-+,-+-+-+-+-+
"And In  no cence  is clos  ing up  his  eyes ,",-+-+-+-+-+,-+-+-+-+-+
"Now if  thou wouldst,  when all  have giv  en him  o ver,",-+-+-+-+-+,+--+-+-+--+^
From death  to life  thou mightst  him yet  re  cov er .,-+-+-+-+-+,-+-+-+-+-+^
"She dwelt   among  the un trod  den  ways,",-+-+-+-+,-+-+--+-+
"Beside  the springs  of  Dove,",-+-+-+,-+-+-+
"A maid  whom there  were none  to  praise,",-+-+-+-+,-+-+-+-+
And ver y few  to   love.,-+-+-+,-+-+-+
"Out walk  ing in  the fro  zen swamp  one gray day,",-+-+-+-+-+,-+---+-+--+
"I paused  and said,   ""I will  turn back  from here.",-+-+-+-+-+,-+-++--+-+
"No, I  will go  on far  ther-- and we  shall see.""",-+-+-+-+-+,+--+-+--+-+
"The hard  snow held  me, save  where now  and then",-+-+-+-+-+,-+++-+-+-+
One foot  went through.   The view  was all  in lines,-+-+-+-+-+,++---+-+-+
Straight up  and down  of tall  slim  trees,-+-+-+-+-+,++-+-+++
Too much  a like  to mark  or name  a place by,-+-+-+-+-+,-+-+-+-+-+-|+--+-+-+-+-
So as  to say  for cer  tain I  was here,-+-+-+-+-+,+--+-+-+-+
Or some  where else:   I was  just far  from home.,-+-+-+-+-+,-+-++--+-+|-+-+--++-+
A small  bird flew  be fore  me.  He  was care ful,-+-+-+-+-+,-+++-+---+-
"To put  a tree  be tween  us when  he ligh ted,",-+-+-+-+-+,-+-+-+-+-+-
And say  no word  to tell  me who  he was,-+-+-+-+-+,-+++-+---+|-+++-+-+-+
Who was  so foo  lish as  to think  what he thought.,-+-+-+-+-+,--++-+-+-+-|+-++---+-+-
He thought  that I  was af  ter him for  a feath er--,-+-+-+-+-+,+--+-+--+-+-|-+-+-+--+-+-
The white  one in  his tail;   like one  who takes,-+-+-+-+-+,-+-+-+-+-+
Ever y  thing said  as per  son al to  him self.,-+-+-+-+-+,+--+-+--+-+
One flight  out side  ways would  have un  de ceived him.,-+-+-+-+-+,++-+---+-+-
And then  there was  a pile  of wood  for which,-+-+-+-+-+,-+-+-+-+-+
I for  got him  and let  his lit  tle fear,-+-+-+-+-+,+-+--+-+-+
"Car ry  him off  the way  I might  have gone,",-+-+-+-+-+,+--+-+-+-+
With out  so much  as wish  ing him  good- night.,-+-+-+-+-+,-+-+-+-+-+
He went  be hind  it to  make his  last stand.,-+-+-+-+-+,-+-+--+-++
